"name","mean"
"Afghanistan",2.60765337057999
"Albania",2.21985944994602
"Algeria",2.76896871397484
"Angola",3.19141064298068
"Antigua and Barbuda",0.24431
"Argentina",3.392854279018
"Armenia",2.02878360658439
"Australia",2.84624918156923
"Austria",2.53545246580501
"Azerbaijan",2.11698692754653
"Bahamas",2.6473550468361
"Bahrain",3.13550406913977
"Bangladesh",2.577312717833
"Barbados",2.43360113535491
"Belarus",2.41005271241971
"Belgium",2.52064400670847
"Belize",2.42518068083749
"Benin",2.78060582383116
"Bhutan",2.53515683568953
"Bolivia",3.15901616172113
"Bosnia and Herzegovina",2.53134245638512
"Botswana",3.29139318154572
"Brazil",3.18257538223811
"Brunei Darussalam",3.11901587699269
"Bulgaria",2.59014193003753
"Burkina Faso",2.52954474811132
"Burma",3.23005115853728
"Burundi",2.63072567700719
"Cambodia",3.27211449382081
"Cameroon",2.31758868738099
"Canada",2.46076234603667
"Cape Verde",2.92812931167378
"Central African Republic",1.77796889277888
"Chad",0.870225135662465
"Chile",2.96139568367729
"China",3.05908610298351
"Colombia",2.59490212529527
"Comoros",1.7725641509899
"Congo",2.51570683726144
"Costa Rica",2.51965177697997
"Cote d'Ivoire",2.54852351011806
"Croatia",2.59845287505849
"Cuba",2.6896332812421
"Cyprus",2.44228758549389
"Czech Republic",2.58330143753709
"Democratic Republic of the Congo",2.48684288851785
"Denmark",2.38074631142828
"Djibouti",2.56226730459731
"Dominica",0.645345526103274
"Dominican Republic",2.80095292614007
"Ecuador",2.27016780011091
"Egypt",2.56845643638007
"El Salvador",2.50579790139029
"Equatorial Guinea",0.836460027756005
"Eritrea",2.26397696910954
"Estonia",2.39061554815675
"Ethiopia",2.48282640283383
"Faroe Islands",2.31301410667515
"Fiji",3.42514877058759
"Finland",2.63914457481484
"France",2.72972838412439
"French Polynesia",2.77158071398429
"Gabon",2.56969479478259
"Gambia",2.07693779364131
"Georgia",2.12809366052061
"Germany",2.65294259119704
"Ghana",1.8885318861994
"Greece",2.5700358866867
"Grenada",2.41245553546391
"Guatemala",2.52099653265452
"Guinea",2.61435519886564
"Guinea-Bissau",1.30543860399825
"Guyana",2.22661183860607
"Haiti",2.31384313962579
"Honduras",2.46792418719321
"Hong Kong",2.40178160262669
"Hungary",2.54646569414651
"Iceland",2.4589922715825
"India",3.14431945896497
"Indonesia",2.8071192947992
"Iran (Islamic Republic of)",3.02116403106034
"Iraq",2.57994806114283
"Ireland",2.48181636989454
"Israel",2.53854474184306
"Italy",2.5197674236948
"Jamaica",2.39205849252021
"Japan",2.57803470459519
"Jordan",2.69558672211896
"Kazakhstan",2.19148857586436
"Kenya",2.58785200256963
"Kiribati",0.390922949209013
"Korea, Democratic People's Republic of",2.74514923791165
"Korea, Republic of",2.78741761110679
"Kuwait",3.32123428238118
"Kyrgyzstan",2.38616182613611
"Lao People's Democratic Republic",3.09075709341593
"Latvia",2.26439315103292
"Lebanon",2.38650609213463
"Lesotho",2.37859445844403
"Liberia",2.47681589375741
"Libyan Arab Jamahiriya",2.43669749947219
"Lithuania",2.50482146907258
"Luxembourg",2.56676421253721
"Macau",1.90588720422692
"Madagascar",2.90883556176601
"Malawi",2.51673130525651
"Malaysia",3.15657261191427
"Maldives",2.79819134128158
"Mali",2.57031594776053
"Malta",2.53801537320265
"Marshall Islands",0.502448083253684
"Mauritania",2.58017782382668
"Mauritius",3.04821347808305
"Mexico",2.4518609158262
"Micronesia, Federated States of",0.48862
"Mongolia",1.75686674830127
"Montenegro",2.55658617111242
"Morocco",2.70418224265848
"Mozambique",2.54979520218292
"Namibia",2.97505904864846
"Nauru",0.995673076923077
"Nepal",3.14074545347186
"Netherlands",2.6453677169589
"New Caledonia",3.35166836779212
"New Zealand",3.2775928852509
"Nicaragua",2.65316908141347
"Niger",3.45073345889584
"Nigeria",2.35388498279964
"Norway",2.77305342132995
"Oman",2.74325644891805
"Pakistan",2.68034424199461
"Palestine",1.01242718688729
"Panama",2.55686528580691
"Papua New Guinea",3.42069736443558
"Paraguay",3.45797572174468
"Peru",2.55428870771145
"Philippines",2.68019324261498
"Poland",2.56524453750832
"Portugal",2.72815521276113
"Qatar",2.73293450760917
"Republic of Moldova",2.52073507185629
"Romania",2.56936334332033
"Russia",3.25529973507324
"Rwanda",2.67644486039256
"Saint Kitts and Nevis",1.69232
"Saint Lucia",1.84449035899014
"Saint Vincent and the Grenadines",2.41279405020696
"Samoa",1.05818328941701
"Saudi Arabia",2.79795343710231
"Senegal",2.66667507518469
"Serbia",2.55276152254658
"Seychelles",3.1167982197121
"Sierra Leone",2.71598711634015
"Singapore",2.88087671113062
"Slovakia",2.53597227037015
"Slovenia",2.53206900703797
"Solomon Islands",3.42486971307761
"Somalia",2.98258911975187
"South Africa",2.59415688924711
"Spain",2.75131349033797
"Sri Lanka",2.05708804258502
"Sudan",2.39374020110905
"Suriname",2.49620149000404
"Swaziland",3.31775451630483
"Sweden",2.4675574215228
"Switzerland",2.53222665404279
"Syrian Arab Republic",2.43776049442309
"Taiwan",2.88994390617574
"Tajikistan",2.44411804149824
"Thailand",2.92512536611312
"The former Yugoslav Republic of Macedonia",2.54522121591444
"Timor-Leste",2.85259682667689
"Togo",2.13567584261868
"Tonga",0.15785
"Trinidad and Tobago",2.43217698101903
"Tunisia",2.61117411967814
"Turkey",2.34630375140643
"Turkmenistan",2.42950734872104
"Tuvalu",1.43856
"Uganda",2.53144142335774
"Ukraine",2.42567925142642
"United Arab Emirates",2.62471207273629
"United Kingdom",2.63662420725551
"United Republic of Tanzania",2.41169752538148
